ctname,rfgrp,popuni,ctname,stname,STABREV,state_deaths
"Mississippi County, AR",59.80000000000001,40718,Mississippi County,Arkansas,AR,1622.0
"Mississippi County, MO",23.0,11639,Mississippi County,Missouri,MO,2814.0
"Missoula County, MT",96.59999999999997,116075,Missoula County,Montana,MT,252.0
"Mitchell County, GA",27.6,20190,Mitchell County,Georgia,GA,6746.0
"Mitchell County, IA",18.4,10548,Mitchell County,Iowa,IA,1638.0
"Mitchell County, KS",13.799999999999999,6031,Mitchell County,Kansas,KS,962.0
"Mitchell County, NC",23.0,14933,Mitchell County,North Carolina,NC,2731.0
"Mitchell County, TX",13.799999999999999,6765,Mitchell County,Texas,TX,17706.0
"Mobile County, AL",533.6000000000012,409727,Mobile County,Alabama,AL,3770.0
"Modoc County, CA",23.0,8656,Modoc County,California,CA,16663.0
"Moffat County, CO",23.0,13153,Moffat County,Colorado,CO,2094.0
"Mohave County, AZ",202.39999999999984,205613,Mohave County,Arizona,AZ,5227.0
"Moniteau County, MO",23.0,14907,Moniteau County,Missouri,MO,2814.0
"Monmouth County, NJ",667.0000000000018,619106,Monmouth County,New Jersey,NJ,14511.0
"Mono County, CA",18.4,14190,Mono County,California,CA,16663.0
"Monona County, IA",23.0,8676,Monona County,Iowa,IA,1638.0
"Monongalia County, WV",114.99999999999994,100194,Monongalia County,West Virginia,WV,352.0
"Monroe County, AL",36.800000000000004,21012,Monroe County,Alabama,AL,3770.0
"Monroe County, AR",18.4,6878,Monroe County,Arkansas,AR,1622.0
"Monroe County, FL",147.1999999999999,74573,Monroe County,Florida,FL,16059.0
"Monroe County, GA",27.6,26648,Monroe County,Georgia,GA,6746.0
"Monroe County, IA",18.4,7786,Monroe County,Iowa,IA,1638.0
"Monroe County, IL",32.2,34335,Monroe County,Illinois,IL,8459.0
"Monroe County, IN",147.1999999999999,132865,Monroe County,Indiana,IN,4116.0
"Monroe County, KY",23.0,10692,Monroe County,Kentucky,KY,1492.0
"Monroe County, MI",183.99999999999986,150234,Monroe County,Michigan,MI,6581.0
"Monroe County, MO",18.4,8660,Monroe County,Missouri,MO,2814.0
"Monroe County, MS",46.00000000000001,35481,Monroe County,Mississippi,MS,3124.0
"Monroe County, NY",892.4000000000029,726040,Monroe County,New York,NY,11847.0
"Monroe County, OH",23.0,13790,Monroe County,Ohio,OH,4890.0
"Monroe County, PA",156.3999999999999,165747,Monroe County,Pennsylvania,PA,8865.0
"Monroe County, TN",36.800000000000004,46095,Monroe County,Tennessee,TN,2959.0
"Monroe County, WI",46.00000000000001,45878,Monroe County,Wisconsin,WI,1675.0
"Monroe County, WV",18.4,13280,Monroe County,West Virginia,WV,352.0
"Montague County, TX",32.2,19545,Montague County,Texas,TX,17706.0
"Montcalm County, MI",64.4,61401,Montcalm County,Michigan,MI,6581.0
"Monterey County, CA",437.0000000000007,422710,Monterey County,California,CA,16663.0
"Montezuma County, CO",36.800000000000004,26134,Montezuma County,Colorado,CO,2094.0
"Montgomery County, AL",303.6,218858,Montgomery County,Alabama,AL,3770.0
"Montgomery County, AR",18.4,8905,Montgomery County,Arkansas,AR,1622.0
"Montgomery County, GA",18.4,8385,Montgomery County,Georgia,GA,6746.0
"Montgomery County, IA",23.0,10003,Montgomery County,Iowa,IA,1638.0
"Montgomery County, IL",41.400000000000006,26648,Montgomery County,Illinois,IL,8459.0
"Montgomery County, IN",46.00000000000001,37489,Montgomery County,Indiana,IN,4116.0
"Montgomery County, KS",64.4,31381,Montgomery County,Kansas,KS,962.0
"Montgomery County, KY",32.2,28014,Montgomery County,Kentucky,KY,1492.0
"Montgomery County, MD",993.6000000000034,1051125,Montgomery County,Maryland,MD,4427.0
"Montgomery County, MO",23.0,11410,Montgomery County,Missouri,MO,2814.0
"Montgomery County, MS",18.4,10023,Montgomery County,Mississippi,MS,3124.0
"Montgomery County, NC",32.2,26384,Montgomery County,North Carolina,NC,2731.0
"Montgomery County, NY",78.19999999999999,49347,Montgomery County,New York,NY,11847.0
"Montgomery County, OH",708.400000000002,523554,Montgomery County,Ohio,OH,4890.0
"Montgomery County, PA",975.2000000000033,816854,Montgomery County,Pennsylvania,PA,8865.0
"Montgomery County, TN",183.99999999999986,204377,Montgomery County,Tennessee,TN,2959.0
"Montgomery County, TX",275.9999999999999,589066,Montgomery County,Texas,TX,17706.0
"Montgomery County, VA",78.19999999999999,89700,Montgomery County,Virginia,VA,3466.0
"Montmorency County, MI",27.6,9237,Montmorency County,Michigan,MI,6581.0
"Montour County, PA",23.0,18102,Montour County,Pennsylvania,PA,8865.0
"Montrose County, CO",50.60000000000001,42081,Montrose County,Colorado,CO,2094.0
"Moody County, SD",13.799999999999999,6579,Moody County,South Dakota,SD,376.0
"Moore County, NC",87.39999999999998,98678,Moore County,North Carolina,NC,2731.0
"Moore County, TN",13.799999999999999,6389,Moore County,Tennessee,TN,2959.0
"Moore County, TX",23.0,21446,Moore County,Texas,TX,17706.0
"Mora County, NM",9.2,4506,Mora County,New Mexico,NM,854.0
"Morehouse Parish, LA",41.400000000000006,24913,Morehouse Parish,Louisiana,LA,5194.0
"Morgan County, AL",128.79999999999993,117968,Morgan County,Alabama,AL,3770.0
"Morgan County, CO",41.400000000000006,28247,Morgan County,Colorado,CO,2094.0
"Morgan County, GA",27.6,18783,Morgan County,Georgia,GA,6746.0
"Morgan County, IL",50.60000000000001,31624,Morgan County,Illinois,IL,8459.0
"Morgan County, IN",64.4,69883,Morgan County,Indiana,IN,4116.0
"Morgan County, KY",27.6,11458,Morgan County,Kentucky,KY,1492.0
"Morgan County, MO",27.6,20280,Morgan County,Missouri,MO,2814.0
"Morgan County, OH",23.0,14604,Morgan County,Ohio,OH,4890.0
"Morgan County, TN",27.6,19395,Morgan County,Tennessee,TN,2959.0
"Morgan County, UT",13.799999999999999,12045,Morgan County,Utah,UT,582.0
"Morgan County, WV",23.0,17787,Morgan County,West Virginia,WV,352.0
"Morrill County, NE",9.2,4682,Morrill County,Nebraska,NE,636.0
"Morris County, KS",13.799999999999999,5517,Morris County,Kansas,KS,962.0
"Morris County, NJ",464.6000000000008,490207,Morris County,New Jersey,NJ,14511.0
"Morris County, TX",18.4,12310,Morris County,Texas,TX,17706.0
"Morrison County, MN",41.400000000000006,33111,Morrison County,Minnesota,MN,2289.0
"Morrow County, OH",32.2,35010,Morrow County,Ohio,OH,4890.0
"Morrow County, OR",13.799999999999999,11372,Morrow County,Oregon,OR,596.0
"Morton County, KS",9.2,2658,Morton County,Kansas,KS,962.0
"Morton County, ND",27.6,31014,Morton County,North Dakota,ND,375.0
"Motley County, TX",9.2,1234,Motley County,Texas,TX,17706.0
"Moultrie County, IL",23.0,14687,Moultrie County,Illinois,IL,8459.0
"Mountrail County, ND",18.4,10215,Mountrail County,North Dakota,ND,375.0
"Mower County, MN",55.20000000000001,39895,Mower County,Minnesota,MN,2289.0
"Muhlenberg County, KY",46.00000000000001,29532,Muhlenberg County,Kentucky,KY,1492.0
"Multnomah County, OR",791.2000000000024,803086,Multnomah County,Oregon,OR,596.0
"Murray County, GA",41.400000000000006,39775,Murray County,Georgia,GA,6746.0
"Murray County, MN",18.4,8276,Murray County,Minnesota,MN,2289.0
"Murray County, OK",18.4,13910,Murray County,Oklahoma,OK,1418.0
"Muscatine County, IA",50.60000000000001,42817,Muscatine County,Iowa,IA,1638.0
"Muscogee County, GA",248.39999999999978,191082,Muscogee County,Georgia,GA,6746.0
"Muskegon County, MI",202.39999999999984,169834,Muskegon County,Michigan,MI,6581.0
"Muskingum County, OH",91.99999999999997,85346,Muskingum County,Ohio,OH,4890.0
"Muskogee County, OK",78.19999999999999,65573,Muskogee County,Oklahoma,OK,1418.0
"Musselshell County, MT",13.799999999999999,4641,Musselshell County,Montana,MT,252.0
"Nacogdoches County, TX",64.4,61198,Nacogdoches County,Texas,TX,17706.0
"Nance County, NE",9.2,3532,Nance County,Nebraska,NE,636.0
"Nantucket County, MA",32.2,11327,Nantucket County,Massachusetts,MA,8189.0
"Napa County, CA",188.59999999999985,138083,Napa County,California,CA,16663.0
"Nash County, NC",87.39999999999998,92655,Nash County,North Carolina,NC,2731.0
"Nassau County, FL",64.4,85633,Nassau County,Florida,FL,16059.0
"Nassau County, NY",1310.999999999998,1348674,Nassau County,New York,NY,11847.0
"Natchitoches Parish, LA",46.00000000000001,36839,Natchitoches Parish,Louisiana,LA,5194.0
"Natrona County, WY",87.39999999999998,78173,Natrona County,Wyoming,WY,59.0
"Navajo County, AZ",147.1999999999999,108898,Navajo County,Arizona,AZ,5227.0
"Navarro County, TX",50.60000000000001,49342,Navarro County,Texas,TX,17706.0
"Nelson County, KY",46.00000000000001,45751,Nelson County,Kentucky,KY,1492.0
"Nelson County, ND",9.2,2869,Nelson County,North Dakota,ND,375.0
"Nelson County, VA",18.4,14836,Nelson County,Virginia,VA,3466.0
"Nemaha County, KS",18.4,10149,Nemaha County,Kansas,KS,962.0
"Nemaha County, NE",13.799999999999999,6561,Nemaha County,Nebraska,NE,636.0
"Neosho County, KS",27.6,15710,Neosho County,Kansas,KS,962.0
"Neshoba County, MS",36.800000000000004,29059,Neshoba County,Mississippi,MS,3124.0
"Ness County, KS",13.799999999999999,2837,Ness County,Kansas,KS,962.0
"Nevada County, AR",18.4,8313,Nevada County,Arkansas,AR,1622.0
"Nevada County, CA",96.59999999999997,99364,Nevada County,California,CA,16663.0
"New Castle County, DE",607.2000000000015,546418,New Castle County,Delaware,DE,596.0
"New Hanover County, NC",211.59999999999982,225771,New Hanover County,North Carolina,NC,2731.0
"New Haven County, CT",878.6000000000029,838323,New Haven County,Connecticut,CT,4492.0
"New Kent County, VA",18.4,21944,New Kent County,Virginia,VA,3466.0
"New London County, CT",308.20000000000005,262313,New London County,Connecticut,CT,4492.0
"New Madrid County, MO",32.2,17251,New Madrid County,Missouri,MO,2814.0
"New York County, NY",1329.3999999999976,1588741,New York County,New York,NY,11847.0
"Newaygo County, MI",55.20000000000001,48688,Newaygo County,Michigan,MI,6581.0
"Newberry County, SC",41.400000000000006,37523,Newberry County,South Carolina,SC,3620.0
"Newport County, RI",110.39999999999995,81182,Newport County,Rhode Island,RI,1124.0
"Newport News city, VA",206.99999999999983,174219,Newport News city,Virginia,VA,3466.0
"Newton County, AR",13.799999999999999,7805,Newton County,Arkansas,AR,1622.0
"Newton County, GA",64.4,108384,Newton County,Georgia,GA,6746.0
"Newton County, IN",23.0,13971,Newton County,Indiana,IN,4116.0
"Newton County, MO",59.80000000000001,57877,Newton County,Missouri,MO,2814.0
"Newton County, MS",27.6,20876,Newton County,Mississippi,MS,3124.0
"Newton County, TX",23.0,13080,Newton County,Texas,TX,17706.0
"Nez Perce County, ID",50.60000000000001,39879,Nez Perce County,Idaho,ID,571.0
"Niagara County, NY",289.79999999999995,208434,Niagara County,New York,NY,11847.0
"Nicholas County, KY",13.799999999999999,7166,Nicholas County,Kentucky,KY,1492.0
"Nicholas County, WV",36.800000000000004,24833,Nicholas County,West Virginia,WV,352.0
"Nicollet County, MN",36.800000000000004,32187,Nicollet County,Minnesota,MN,2289.0
"Niobrara County, WY",9.2,2146,Niobrara County,Wyoming,WY,59.0
"Noble County, IN",50.60000000000001,47220,Noble County,Indiana,IN,4116.0
"Noble County, OH",18.4,11802,Noble County,Ohio,OH,4890.0
"Noble County, OK",23.0,11271,Noble County,Oklahoma,OK,1418.0
"Nobles County, MN",32.2,21868,Nobles County,Minnesota,MN,2289.0
"Nodaway County, MO",27.6,19018,Nodaway County,Missouri,MO,2814.0
"Nolan County, TX",27.6,14497,Nolan County,Texas,TX,17706.0
"Nome Census Area, AK",13.799999999999999,9892,Nome Census Area,Alaska,AK,55.0
"Norfolk County, MA",602.6000000000015,693862,Norfolk County,Massachusetts,MA,8189.0
"Norfolk city, VA",377.2000000000004,236307,Norfolk city,Virginia,VA,3466.0
"Norman County, MN",18.4,6475,Norman County,Minnesota,MN,2289.0
"North Slope Borough, AK",18.4,9839,North Slope Borough,Alaska,AK,55.0
"Northampton County, NC",27.6,19155,Northampton County,North Carolina,NC,2731.0
"Northampton County, PA",317.4000000000001,296907,Northampton County,Pennsylvania,PA,8865.0
"Northampton County, VA",23.0,11658,Northampton County,Virginia,VA,3466.0
"Northumberland County, PA",114.99999999999994,88429,Northumberland County,Pennsylvania,PA,8865.0
"Northumberland County, VA",23.0,12147,Northumberland County,Virginia,VA,3466.0
"Northwest Arctic Borough, AK",13.799999999999999,7625,Northwest Arctic Borough,Alaska,AK,55.0
"Norton County, KS",9.2,4697,Norton County,Kansas,KS,962.0
"Norton city, VA",9.2,3968,Norton city,Virginia,VA,3466.0
"Nottoway County, VA",23.0,13816,Nottoway County,Virginia,VA,3466.0
"Nowata County, OK",23.0,10170,Nowata County,Oklahoma,OK,1418.0
"Noxubee County, MS",18.4,10442,Noxubee County,Mississippi,MS,3124.0
"Nuckolls County, NE",13.799999999999999,4195,Nuckolls County,Nebraska,NE,636.0
"Nueces County, TX",381.8000000000004,358283,Nueces County,Texas,TX,17706.0
"Nye County, NV",50.60000000000001,44363,Nye County,Nevada,NV,1625.0
"O'Brien County, IA",23.0,13790,O'Brien County,Iowa,IA,1638.0
"Oakland County, MI",1559.399999999993,1253809,Oakland County,Michigan,MI,6581.0
"Obion County, TN",50.60000000000001,30102,Obion County,Tennessee,TN,2959.0
"Ocean County, NJ",584.2000000000014,599734,Ocean County,New Jersey,NJ,14511.0
"Oceana County, MI",41.400000000000006,26565,Oceana County,Michigan,MI,6581.0
"Ochiltree County, TX",18.4,9929,Ochiltree County,Texas,TX,17706.0
"Oconee County, GA",32.2,39225,Oconee County,Georgia,GA,6746.0
"Oconee County, SC",73.6,78052,Oconee County,South Carolina,SC,3620.0
"Oconto County, WI",55.20000000000001,37767,Oconto County,Wisconsin,WI,1675.0
"Ogemaw County, MI",36.800000000000004,20920,Ogemaw County,Michigan,MI,6581.0
"Oglala Lakota County, SD",18.4,14274,Oglala Lakota County,South Dakota,SD,376.0
"Ogle County, IL",55.20000000000001,50807,Ogle County,Illinois,IL,8459.0
"Oglethorpe County, GA",23.0,14997,Oglethorpe County,Georgia,GA,6746.0
"Ohio County, IN",13.799999999999999,5844,Ohio County,Indiana,IN,4116.0
"Ohio County, KY",36.800000000000004,24016,Ohio County,Kentucky,KY,1492.0
"Ohio County, WV",87.39999999999998,40092,Ohio County,West Virginia,WV,352.0
"Okaloosa County, FL",202.39999999999984,205259,Okaloosa County,Florida,FL,16059.0
"Okanogan County, WA",50.60000000000001,41950,Okanogan County,Washington,WA,2056.0
"Okeechobee County, FL",59.80000000000001,38874,Okeechobee County,Florida,FL,16059.0
"Okfuskee County, OK",23.0,11244,Okfuskee County,Oklahoma,OK,1418.0
"Oklahoma County, OK",1113.2000000000019,784898,Oklahoma County,Oklahoma,OK,1418.0
"Okmulgee County, OK",50.60000000000001,37432,Okmulgee County,Oklahoma,OK,1418.0
"Oktibbeha County, MS",41.400000000000006,45333,Oktibbeha County,Mississippi,MS,3124.0
"Oldham County, KY",69.0,62235,Oldham County,Kentucky,KY,1492.0
"Oldham County, TX",9.2,1883,Oldham County,Texas,TX,17706.0
"Oliver County, ND",9.2,1952,Oliver County,North Dakota,ND,375.0
"Olmsted County, MN",156.3999999999999,155455,Olmsted County,Minnesota,MN,2289.0
"Oneida County, ID",9.2,4488,Oneida County,Idaho,ID,571.0
"Oneida County, NY",345.0000000000002,220556,Oneida County,New York,NY,11847.0
"Oneida County, WI",69.0,35181,Oneida County,Wisconsin,WI,1675.0
"Onondaga County, NY",648.6000000000017,450023,Onondaga County,New York,NY,11847.0
"Onslow County, NC",151.7999999999999,197363,Onslow County,North Carolina,NC,2731.0
"Ontario County, NY",119.59999999999994,107870,Ontario County,New York,NY,11847.0
"Ontonagon County, MI",23.0,5789,Ontonagon County,Michigan,MI,6581.0
"Orange County, CA",2686.399999999971,3163373,Orange County,California,CA,16663.0
"Orange County, FL",956.8000000000033,1359221,Orange County,Florida,FL,16059.0
"Orange County, IN",32.2,19410,Orange County,Indiana,IN,4116.0
"Orange County, NC",133.39999999999992,138511,Orange County,North Carolina,NC,2731.0
"Orange County, NY",368.00000000000034,378844,Orange County,New York,NY,11847.0
"Orange County, TX",101.19999999999996,83410,Orange County,Texas,TX,17706.0
"Orange County, VA",27.6,36265,Orange County,Virginia,VA,3466.0
"Orange County, VT",50.60000000000001,28485,Orange County,Vermont,VT,62.0
"Orangeburg County, SC",96.59999999999997,84474,Orangeburg County,South Carolina,SC,3620.0
"Oregon County, MO",18.4,10529,Oregon County,Missouri,MO,2814.0
"Orleans County, NY",55.20000000000001,38569,Orleans County,New York,NY,11847.0
"Orleans County, VT",50.60000000000001,26458,Orleans County,Vermont,VT,62.0
"Orleans Parish, LA",818.8000000000026,381814,Orleans Parish,Louisiana,LA,5194.0
"Osage County, KS",27.6,15924,Osage County,Kansas,KS,962.0
"Osage County, MO",23.0,13470,Osage County,Missouri,MO,2814.0
"Osage County, OK",55.20000000000001,45718,Osage County,Oklahoma,OK,1418.0
"Osborne County, KS",9.2,3470,Osborne County,Kansas,KS,962.0
"Osceola County, FL",193.19999999999985,366211,Osceola County,Florida,FL,16059.0
"Osceola County, IA",13.799999999999999,6036,Osceola County,Iowa,IA,1638.0
"Osceola County, MI",32.2,23134,Osceola County,Michigan,MI,6581.0
"Oscoda County, MI",27.6,8276,Oscoda County,Michigan,MI,6581.0
"Oswego County, NY",142.5999999999999,113918,Oswego County,New York,NY,11847.0
"Otero County, CO",36.800000000000004,18062,Otero County,Colorado,CO,2094.0
"Otero County, NM",78.19999999999999,65506,Otero County,New Mexico,NM,854.0
"Otoe County, NE",27.6,15974,Otoe County,Nebraska,NE,636.0
"Otsego County, MI",32.2,24548,Otsego County,Michigan,MI,6581.0
"Otsego County, NY",82.79999999999998,55492,Otsego County,New York,NY,11847.0
"Ottawa County, KS",13.799999999999999,5762,Ottawa County,Kansas,KS,962.0
"Ottawa County, MI",252.99999999999977,283434,Ottawa County,Michigan,MI,6581.0
"Ottawa County, OH",64.4,40694,Ottawa County,Ohio,OH,4890.0
"Ottawa County, OK",46.00000000000001,30515,Ottawa County,Oklahoma,OK,1418.0
"Otter Tail County, MN",82.79999999999998,58645,Otter Tail County,Minnesota,MN,2289.0
"Ouachita County, AR",32.2,23537,Ouachita County,Arkansas,AR,1622.0
"Ouachita Parish, LA",188.59999999999985,150374,Ouachita Parish,Louisiana,LA,5194.0
"Ouray County, CO",9.2,4833,Ouray County,Colorado,CO,2094.0
"Outagamie County, WI",188.59999999999985,185629,Outagamie County,Wisconsin,WI,1675.0
"Overton County, TN",36.800000000000004,21926,Overton County,Tennessee,TN,2959.0
"Owen County, IN",27.6,20783,Owen County,Indiana,IN,4116.0
"Owen County, KY",18.4,10880,Owen County,Kentucky,KY,1492.0
"Owsley County, KY",13.799999999999999,4472,Owsley County,Kentucky,KY,1492.0
"Owyhee County, ID",18.4,11614,Owyhee County,Idaho,ID,571.0
"Oxford County, ME",82.79999999999998,57459,Oxford County,Maine,ME,168.0
"Ozark County, MO",13.799999999999999,9017,Ozark County,Missouri,MO,2814.0
"Ozaukee County, WI",91.99999999999997,87707,Ozaukee County,Wisconsin,WI,1675.0
"Pacific County, WA",41.400000000000006,21927,Pacific County,Washington,WA,2056.0
"Page County, IA",32.2,13960,Page County,Iowa,IA,1638.0
"Page County, VA",27.6,23858,Page County,Virginia,VA,3466.0
"Palm Beach County, FL",1559.399999999993,1473778,Palm Beach County,Florida,FL,16059.0
