ctname,rfgrp,popuni,stname,STABREV,state_deaths,county_name
"Calloway County, KY",46.00000000000001,36172,Kentucky,KY,1492.0,Calloway County
"Calumet County, WI",55.20000000000001,50118,Wisconsin,WI,1675.0,Calumet County
"Calvert County, MD",91.99999999999997,91741,Maryland,MD,4427.0,Calvert County
"Camas County, ID",9.2,1127,Idaho,ID,571.0,Camas County
"Cambria County, PA",197.79999999999984,127852,Pennsylvania,PA,8865.0,Cambria County
"Camden County, GA",55.20000000000001,53531,Georgia,GA,6746.0,Camden County
"Camden County, MO",55.20000000000001,45647,Missouri,MO,2814.0,Camden County
"Camden County, NC",13.799999999999999,10710,North Carolina,NC,2731.0,Camden County
"Camden County, NJ",588.8000000000014,504530,New Jersey,NJ,14511.0,Camden County
"Cameron County, PA",13.799999999999999,4492,Pennsylvania,PA,8865.0,Cameron County
"Cameron County, TX",404.8000000000005,422474,Texas,TX,17706.0,Cameron County
"Cameron Parish, LA",18.4,6948,Louisiana,LA,5194.0,Cameron Parish
"Camp County, TX",18.4,13033,Texas,TX,17706.0,Camp County
"Campbell County, KY",119.59999999999994,90776,Kentucky,KY,1492.0,Campbell County
"Campbell County, SD",9.2,1377,South Dakota,SD,376.0,Campbell County
"Campbell County, TN",55.20000000000001,39449,Tennessee,TN,2959.0,Campbell County
"Campbell County, VA",59.80000000000001,54689,Virginia,VA,3466.0,Campbell County
"Campbell County, WY",36.800000000000004,45930,Wyoming,WY,59.0,Campbell County
"Canadian County, OK",137.99999999999991,142481,Oklahoma,OK,1418.0,Canadian County
"Candler County, GA",18.4,10803,Georgia,GA,6746.0,Candler County
"Cannon County, TN",18.4,14405,Tennessee,TN,2959.0,Cannon County
"Canyon County, ID",137.99999999999991,221400,Idaho,ID,571.0,Canyon County
"Cape Girardeau County, MO",78.19999999999999,76007,Missouri,MO,2814.0,Cape Girardeau County
"Cape May County, NJ",156.3999999999999,92238,New Jersey,NJ,14511.0,Cape May County
"Carbon County, MT",27.6,10714,Montana,MT,252.0,Carbon County
"Carbon County, PA",59.80000000000001,64014,Pennsylvania,PA,8865.0,Carbon County
"Carbon County, UT",27.6,19905,Utah,UT,582.0,Carbon County
"Carbon County, WY",27.6,14261,Wyoming,WY,59.0,Carbon County
"Caribou County, ID",13.799999999999999,7009,Idaho,ID,571.0,Caribou County
"Carlisle County, KY",18.4,4771,Kentucky,KY,1492.0,Carlisle County
"Carlton County, MN",36.800000000000004,34584,Minnesota,MN,2289.0,Carlton County
"Caroline County, MD",46.00000000000001,33127,Maryland,MD,4427.0,Caroline County
"Caroline County, VA",36.800000000000004,30393,Virginia,VA,3466.0,Caroline County
"Carroll County, AR",27.6,28117,Arkansas,AR,1622.0,Carroll County
"Carroll County, GA",82.79999999999998,114850,Georgia,GA,6746.0,Carroll County
"Carroll County, IA",32.2,20129,Iowa,IA,1638.0,Carroll County
"Carroll County, IL",32.2,14260,Illinois,IL,8459.0,Carroll County
"Carroll County, IN",36.800000000000004,20088,Indiana,IN,4116.0,Carroll County
"Carroll County, KY",18.4,10600,Kentucky,KY,1492.0,Carroll County
"Carroll County, MD",179.39999999999986,166528,Maryland,MD,4427.0,Carroll County
"Carroll County, MO",18.4,8743,Missouri,MO,2814.0,Carroll County
"Carroll County, MS",13.799999999999999,9601,Mississippi,MS,3124.0,Carroll County
"Carroll County, NH",55.20000000000001,48721,New Hampshire,NH,452.0,Carroll County
"Carroll County, OH",36.800000000000004,27064,Ohio,OH,4890.0,Carroll County
"Carroll County, TN",41.400000000000006,27080,Tennessee,TN,2959.0,Carroll County
"Carroll County, VA",36.800000000000004,29605,Virginia,VA,3466.0,Carroll County
"Carson City, NV",69.0,52964,Nevada,NV,1625.0,Carson City
"Carson County, TX",13.799999999999999,5999,Texas,TX,17706.0,Carson County
"Carter County, KY",36.800000000000004,26520,Kentucky,KY,1492.0,Carter County
"Carter County, MO",13.799999999999999,6054,Missouri,MO,2814.0,Carter County
"Carter County, MT",9.2,1238,Montana,MT,252.0,Carter County
"Carter County, OK",55.20000000000001,47869,Oklahoma,OK,1418.0,Carter County
"Carter County, TN",82.79999999999998,55968,Tennessee,TN,2959.0,Carter County
"Carteret County, NC",183.99999999999986,69101,North Carolina,NC,2731.0,Carteret County
"Carver County, MN",91.99999999999997,102991,Minnesota,MN,2289.0,Carver County
"Cascade County, MT",105.79999999999995,80891,Montana,MT,252.0,Cascade County
"Casey County, KY",27.6,15546,Kentucky,KY,1492.0,Casey County
"Cass County, IA",27.6,12916,Iowa,IA,1638.0,Cass County
"Cass County, IL",27.6,12260,Illinois,IL,8459.0,Cass County
"Cass County, IN",55.20000000000001,37618,Indiana,IN,4116.0,Cass County
"Cass County, MI",55.20000000000001,51245,Michigan,MI,6581.0,Cass County
"Cass County, MN",50.60000000000001,29481,Minnesota,MN,2289.0,Cass County
"Cass County, MO",96.59999999999997,104761,Missouri,MO,2814.0,Cass County
"Cass County, ND",156.3999999999999,177841,North Dakota,ND,375.0,Cass County
"Cass County, NE",32.2,26069,Nebraska,NE,636.0,Cass County
"Cass County, TX",36.800000000000004,30037,Texas,TX,17706.0,Cass County
"Cassia County, ID",32.2,23730,Idaho,ID,571.0,Cassia County
"Castro County, TX",18.4,7651,Texas,TX,17706.0,Castro County
"Caswell County, NC",32.2,21572,North Carolina,NC,2731.0,Caswell County
"Catahoula Parish, LA",18.4,8815,Louisiana,LA,5194.0,Catahoula Parish
"Catawba County, NC",147.1999999999999,157331,North Carolina,NC,2731.0,Catawba County
"Catoosa County, GA",55.20000000000001,67215,Georgia,GA,6746.0,Catoosa County
"Catron County, NM",9.2,3575,New Mexico,NM,854.0,Catron County
"Cattaraugus County, NY",101.19999999999996,75283,New York,NY,11847.0,Cattaraugus County
"Cavalier County, ND",13.799999999999999,3829,North Dakota,ND,375.0,Cavalier County
"Cayuga County, NY",96.59999999999997,73944,New York,NY,11847.0,Cayuga County
"Cecil County, MD",91.99999999999997,102517,Maryland,MD,4427.0,Cecil County
"Cedar County, IA",27.6,18602,Iowa,IA,1638.0,Cedar County
"Cedar County, MO",18.4,14158,Missouri,MO,2814.0,Cedar County
"Cedar County, NE",13.799999999999999,8442,Nebraska,NE,636.0,Cedar County
"Centre County, PA",147.1999999999999,143945,Pennsylvania,PA,8865.0,Centre County
"Cerro Gordo County, IA",55.20000000000001,42170,Iowa,IA,1638.0,Cerro Gordo County
"Chaffee County, CO",27.6,18690,Colorado,CO,2094.0,Chaffee County
"Chambers County, AL",46.00000000000001,33478,Alabama,AL,3770.0,Chambers County
"Chambers County, TX",36.800000000000004,42325,Texas,TX,17706.0,Chambers County
"Champaign County, IL",202.39999999999984,195353,Illinois,IL,8459.0,Champaign County
"Champaign County, OH",50.60000000000001,38397,Ohio,OH,4890.0,Champaign County
"Chariton County, MO",18.4,7445,Missouri,MO,2814.0,Chariton County
"Charles City County, VA",18.4,6941,Virginia,VA,3466.0,Charles City County
"Charles County, MD",147.1999999999999,160896,Maryland,MD,4427.0,Charles County
"Charles Mix County, SD",18.4,9160,South Dakota,SD,376.0,Charles Mix County
"Charleston County, SC",400.2000000000005,397653,South Carolina,SC,3620.0,Charleston County
"Charlevoix County, MI",69.0,26193,Michigan,MI,6581.0,Charlevoix County
"Charlotte County, FL",183.99999999999986,183208,Florida,FL,16059.0,Charlotte County
"Charlotte County, VA",18.4,11837,Virginia,VA,3466.0,Charlotte County
"Charlottesville city, VA",59.80000000000001,46265,Virginia,VA,3466.0,Charlottesville city
"Charlton County, GA",13.799999999999999,10882,Georgia,GA,6746.0,Charlton County
"Chase County, KS",9.2,2523,Kansas,KS,962.0,Chase County
"Chase County, NE",9.2,3977,Nebraska,NE,636.0,Chase County
"Chatham County, GA",335.8000000000002,277728,Georgia,GA,6746.0,Chatham County
"Chatham County, NC",64.4,73067,North Carolina,NC,2731.0,Chatham County
"Chattahoochee County, GA",27.6,10684,Georgia,GA,6746.0,Chattahoochee County
"Chattooga County, GA",32.2,23680,Georgia,GA,6746.0,Chattooga County
"Chautauqua County, KS",9.2,3309,Kansas,KS,962.0,Chautauqua County
"Chautauqua County, NY",170.19999999999987,124305,New York,NY,11847.0,Chautauqua County
"Chaves County, NM",78.19999999999999,63378,New Mexico,NM,854.0,Chaves County
"Cheatham County, TN",46.00000000000001,40328,Tennessee,TN,2959.0,Cheatham County
"Cheboygan County, MI",46.00000000000001,25336,Michigan,MI,6581.0,Cheboygan County
"Chelan County, WA",69.0,76688,Washington,WA,2056.0,Chelan County
"Chemung County, NY",105.79999999999995,81326,New York,NY,11847.0,Chemung County
"Chenango County, NY",59.80000000000001,47429,New York,NY,11847.0,Chenango County
"Cherokee County, AL",32.2,25952,Alabama,AL,3770.0,Cherokee County
"Cherokee County, GA",124.19999999999993,252827,Georgia,GA,6746.0,Cherokee County
"Cherokee County, IA",23.0,11306,Iowa,IA,1638.0,Cherokee County
"Cherokee County, KS",32.2,19997,Kansas,KS,962.0,Cherokee County
"Cherokee County, NC",36.800000000000004,28275,North Carolina,NC,2731.0,Cherokee County
"Cherokee County, OK",46.00000000000001,47316,Oklahoma,OK,1418.0,Cherokee County
"Cherokee County, SC",64.4,56354,South Carolina,SC,3620.0,Cherokee County
"Cherokee County, TX",59.80000000000001,50472,Texas,TX,17706.0,Cherokee County
"Cherry County, NE",13.799999999999999,5758,Nebraska,NE,636.0,Cherry County
"Chesapeake city, VA",193.19999999999985,239443,Virginia,VA,3466.0,Chesapeake city
"Cheshire County, NH",78.19999999999999,72582,New Hampshire,NH,452.0,Cheshire County
"Chester County, PA",538.2000000000012,513714,Pennsylvania,PA,8865.0,Chester County
"Chester County, SC",55.20000000000001,32147,South Carolina,SC,3620.0,Chester County
"Chester County, TN",18.4,16317,Tennessee,TN,2959.0,Chester County
"Chesterfield County, SC",50.60000000000001,45641,South Carolina,SC,3620.0,Chesterfield County
"Chesterfield County, VA",331.20000000000016,344654,Virginia,VA,3466.0,Chesterfield County
"Cheyenne County, CO",9.2,1859,Colorado,CO,2094.0,Cheyenne County
"Cheyenne County, KS",9.2,2660,Kansas,KS,962.0,Cheyenne County
"Cheyenne County, NE",18.4,9303,Nebraska,NE,636.0,Cheyenne County
"Chickasaw County, IA",23.0,11964,Iowa,IA,1638.0,Chickasaw County
"Chickasaw County, MS",23.0,16810,Mississippi,MS,3124.0,Chickasaw County
"Chicot County, AR",23.0,9818,Arkansas,AR,1622.0,Chicot County
"Childress County, TX",13.799999999999999,5646,Texas,TX,17706.0,Childress County
"Chilton County, AL",46.00000000000001,43982,Alabama,AL,3770.0,Chilton County
"Chippewa County, MI",78.19999999999999,33157,Michigan,MI,6581.0,Chippewa County
"Chippewa County, MN",23.0,11906,Minnesota,MN,2289.0,Chippewa County
"Chippewa County, WI",55.20000000000001,61983,Wisconsin,WI,1675.0,Chippewa County
"Chisago County, MN",50.60000000000001,54893,Minnesota,MN,2289.0,Chisago County
"Chittenden County, VT",165.59999999999988,155989,Vermont,VT,62.0,Chittenden County
"Choctaw County, AL",23.0,12805,Alabama,AL,3770.0,Choctaw County
"Choctaw County, MS",18.4,8252,Mississippi,MS,3124.0,Choctaw County
"Choctaw County, OK",27.6,14624,Oklahoma,OK,1418.0,Choctaw County
"Chouteau County, MT",13.799999999999999,5740,Montana,MT,252.0,Chouteau County
"Chowan County, NC",18.4,13998,North Carolina,NC,2731.0,Chowan County
"Christian County, IL",50.60000000000001,31386,Illinois,IL,8459.0,Christian County
"Christian County, KY",91.99999999999997,71070,Kentucky,KY,1492.0,Christian County
"Christian County, MO",69.0,86856,Missouri,MO,2814.0,Christian County
"Churchill County, NV",36.800000000000004,24397,Nevada,NV,1625.0,Churchill County
"Cibola County, NM",36.800000000000004,24405,New Mexico,NM,854.0,Cibola County
"Cimarron County, OK",13.799999999999999,2149,Oklahoma,OK,1418.0,Cimarron County
"Citrus County, FL",133.39999999999992,147137,Florida,FL,16059.0,Citrus County
"Clackamas County, OR",372.60000000000036,415567,Oregon,OR,596.0,Clackamas County
"Claiborne County, MS",18.4,7851,Mississippi,MS,3124.0,Claiborne County
"Claiborne County, TN",46.00000000000001,30795,Tennessee,TN,2959.0,Claiborne County
"Claiborne Parish, LA",27.6,13174,Louisiana,LA,5194.0,Claiborne Parish
"Clallam County, WA",105.79999999999995,75700,Washington,WA,2056.0,Clallam County
"Clare County, MI",55.20000000000001,30643,Michigan,MI,6581.0,Clare County
"Clarendon County, SC",59.80000000000001,32361,South Carolina,SC,3620.0,Clarendon County
"Clarion County, PA",50.60000000000001,37254,Pennsylvania,PA,8865.0,Clarion County
"Clark County, AR",27.6,19643,Arkansas,AR,1622.0,Clark County
"Clark County, ID",9.2,852,Idaho,ID,571.0,Clark County
"Clark County, IL",23.0,15590,Illinois,IL,8459.0,Clark County
"Clark County, IN",124.19999999999993,116918,Indiana,IN,4116.0,Clark County
"Clark County, KS",9.2,2005,Kansas,KS,962.0,Clark County
"Clark County, KY",50.60000000000001,36070,Kentucky,KY,1492.0,Clark County
"Clark County, MO",18.4,6836,Missouri,MO,2814.0,Clark County
"Clark County, NV",2244.7999999999797,2217397,Nevada,NV,1625.0,Clark County
"Clark County, OH",206.99999999999983,132266,Ohio,OH,4890.0,Clark County
"Clark County, SD",9.2,3739,South Dakota,SD,376.0,Clark County
"Clark County, WA",483.0000000000009,480690,Washington,WA,2056.0,Clark County
"Clark County, WI",41.400000000000006,34641,Wisconsin,WI,1675.0,Clark County
"Clarke County, AL",46.00000000000001,23820,Alabama,AL,3770.0,Clarke County
"Clarke County, GA",142.5999999999999,117925,Georgia,GA,6746.0,Clarke County
"Clarke County, IA",18.4,9407,Iowa,IA,1638.0,Clarke County
"Clarke County, MS",23.0,15556,Mississippi,MS,3124.0,Clarke County
"Clarke County, VA",18.4,14476,Virginia,VA,3466.0,Clarke County
"Clatsop County, OR",59.80000000000001,39576,Oregon,OR,596.0,Clatsop County
"Clay County, AL",23.0,13199,Alabama,AL,3770.0,Clay County
"Clay County, AR",32.2,14776,Arkansas,AR,1622.0,Clay County
"Clay County, FL",142.5999999999999,215526,Florida,FL,16059.0,Clay County
"Clay County, GA",9.2,2887,Georgia,GA,6746.0,Clay County
"Clay County, IA",23.0,16099,Iowa,IA,1638.0,Clay County
"Clay County, IL",23.0,13247,Illinois,IL,8459.0,Clay County
"Clay County, IN",32.2,26076,Indiana,IN,4116.0,Clay County
"Clay County, KS",13.799999999999999,7980,Kansas,KS,962.0,Clay County
"Clay County, KY",32.2,18532,Kentucky,KY,1492.0,Clay County
"Clay County, MN",64.4,61550,Minnesota,MN,2289.0,Clay County
"Clay County, MO",206.99999999999983,245217,Missouri,MO,2814.0,Clay County
"Clay County, MS",27.6,19243,Mississippi,MS,3124.0,Clay County
"Clay County, NC",13.799999999999999,11133,North Carolina,NC,2731.0,Clay County
"Clay County, NE",13.799999999999999,6209,Nebraska,NE,636.0,Clay County
"Clay County, SD",18.4,12049,South Dakota,SD,376.0,Clay County
"Clay County, TN",13.799999999999999,7697,Tennessee,TN,2959.0,Clay County
"Clay County, TX",18.4,10431,Texas,TX,17706.0,Clay County
"Clay County, WV",18.4,8632,West Virginia,WV,352.0,Clay County
"Clayton County, GA",234.5999999999998,285551,Georgia,GA,6746.0,Clayton County
"Clayton County, IA",32.2,17547,Iowa,IA,1638.0,Clayton County
"Clear Creek County, CO",18.4,9521,Colorado,CO,2094.0,Clear Creek County
"Clearfield County, PA",96.59999999999997,74679,Pennsylvania,PA,8865.0,Clearfield County
"Clearwater County, ID",13.799999999999999,8086,Idaho,ID,571.0,Clearwater County
"Clearwater County, MN",18.4,8791,Minnesota,MN,2289.0,Clearwater County
"Cleburne County, AL",23.0,14896,Alabama,AL,3770.0,Cleburne County
"Cleburne County, AR",36.800000000000004,24885,Arkansas,AR,1622.0,Cleburne County
"Clermont County, OH",188.59999999999985,205154,Ohio,OH,4890.0,Clermont County
"Cleveland County, AR",13.799999999999999,8018,Arkansas,AR,1622.0,Cleveland County
"Cleveland County, NC",105.79999999999995,96296,North Carolina,NC,2731.0,Cleveland County
"Cleveland County, OK",289.79999999999995,272620,Oklahoma,OK,1418.0,Cleveland County
"Clinch County, GA",13.799999999999999,6648,Georgia,GA,6746.0,Clinch County
"Clinton County, IA",59.80000000000001,46486,Iowa,IA,1638.0,Clinton County
"Clinton County, IL",41.400000000000006,36043,Illinois,IL,8459.0,Clinton County
"Clinton County, IN",41.400000000000006,32070,Indiana,IN,4116.0,Clinton County
"Clinton County, KY",18.4,10121,Kentucky,KY,1492.0,Clinton County
"Clinton County, MI",105.79999999999995,79150,Michigan,MI,6581.0,Clinton County
"Clinton County, MO",23.0,20470,Missouri,MO,2814.0,Clinton County
"Clinton County, NY",91.99999999999997,74716,New York,NY,11847.0,Clinton County
"Clinton County, OH",46.00000000000001,41237,Ohio,OH,4890.0,Clinton County
"Clinton County, PA",46.00000000000001,36878,Pennsylvania,PA,8865.0,Clinton County
"Cloud County, KS",23.0,8462,Kansas,KS,962.0,Cloud County
"Coahoma County, MS",36.800000000000004,22194,Mississippi,MS,3124.0,Coahoma County
"Coal County, OK",13.799999999999999,5520,Oklahoma,OK,1418.0,Coal County
"Cobb County, GA",556.6000000000013,749978,Georgia,GA,6746.0,Cobb County
"Cochise County, AZ",151.7999999999999,124664,Arizona,AZ,5227.0,Cochise County
"Cochran County, TX",9.2,2801,Texas,TX,17706.0,Cochran County
"Cocke County, TN",46.00000000000001,35703,Tennessee,TN,2959.0,Cocke County
"Coconino County, AZ",133.39999999999992,131836,Arizona,AZ,5227.0,Coconino County
"Codington County, SD",36.800000000000004,27958,South Dakota,SD,376.0,Codington County
"Coffee County, AL",69.0,51750,Alabama,AL,3770.0,Coffee County
"Coffee County, GA",46.00000000000001,40059,Georgia,GA,6746.0,Coffee County
"Coffee County, TN",59.80000000000001,55484,Tennessee,TN,2959.0,Coffee County
"Coffey County, KS",18.4,8227,Kansas,KS,962.0,Coffey County
"Coke County, TX",13.799999999999999,3370,Texas,TX,17706.0,Coke County
"Colbert County, AL",69.0,54604,Alabama,AL,3770.0,Colbert County
"Cole County, MO",73.6,72510,Missouri,MO,2814.0,Cole County
"Coleman County, TX",18.4,8397,Texas,TX,17706.0,Coleman County
"Coles County, IL",59.80000000000001,48401,Illinois,IL,8459.0,Coles County
"Colfax County, NE",18.4,10881,Nebraska,NE,636.0,Colfax County
"Colfax County, NM",18.4,11833,New Mexico,NM,854.0,Colfax County
"Colleton County, SC",50.60000000000001,37660,South Carolina,SC,3620.0,Colleton County
"Collier County, FL",345.0000000000002,376909,Florida,FL,16059.0,Collier County
"Collin County, TX",703.800000000002,1003706,Texas,TX,17706.0,Collin County
"Collingsworth County, TX",9.2,2955,Texas,TX,17706.0,Collingsworth County
"Colonial Heights city, VA",27.6,17830,Virginia,VA,3466.0,Colonial Heights city
"Colorado County, TX",27.6,21156,Texas,TX,17706.0,Colorado County
"Colquitt County, GA",50.60000000000001,45166,Georgia,GA,6746.0,Colquitt County
"Columbia County, AR",27.6,21787,Arkansas,AR,1622.0,Columbia County
"Columbia County, FL",59.80000000000001,66366,Florida,FL,16059.0,Columbia County
"Columbia County, GA",96.59999999999997,153870,Georgia,GA,6746.0,Columbia County
"Columbia County, NY",101.19999999999996,59381,New York,NY,11847.0,Columbia County
"Columbia County, OR",50.60000000000001,52230,Oregon,OR,596.0,Columbia County
"Columbia County, PA",73.6,62362,Pennsylvania,PA,8865.0,Columbia County
"Columbia County, WA",9.2,4052,Washington,WA,2056.0,Columbia County
